salary,commission,age,elevel,car,zipcode,hvalue,hyears,loan,class
50479.25838654727,68517.24031751958,58,0,2,3,488477.79457878513,3,130925.12142643936,0
75554.33673030452,0.0,39,3,14,1,555520.0118980578,15,252594.41493520528,1
90490.18679423213,0.0,48,2,14,4,558438.9579716142,28,233676.91461508573,0
28728.66308545014,59434.117579982405,76,0,17,5,394942.9270271864,24,304464.3833162389,1
24362.54912607162,14485.78511317412,48,3,6,1,357765.0818522995,17,154032.71591112576,0
25331.260939505388,44081.65237855841,73,4,13,0,632044.7503107368,8,181670.4623844379,1
117876.83967276898,0.0,47,0,11,0,582314.8948305123,8,222103.51477194225,0
106563.34763339716,0.0,21,3,16,1,733595.5512010392,5,91518.19622105196,1
86547.09636253011,0.0,52,4,14,5,215408.996125418,25,164745.1917687534,0
97713.31328961224,0.0,72,0,13,7,125142.98722538816,19,207355.0194663939,1
119129.75809771311,0.0,45,1,19,0,779653.2523134818,26,290108.2991859105,0
43050.47571417614,72773.34215620728,73,4,3,8,0.0,16,59999.01727531953,1
23926.913192958287,63847.24737822415,57,4,8,1,822200.267313107,8,478820.6380860319,0
120850.59051313763,0.0,62,1,2,2,769686.0009650823,23,339147.26906279486,1
116249.51392259306,0.0,49,4,4,6,194295.195493099,28,463711.5113645061,0
70227.40172164363,38267.887395162965,61,2,8,1,590617.880360184,21,263851.9688691883,1
22501.272033852525,21047.8873455935,52,4,11,2,684951.5616007709,15,315672.9388073462,0
31546.25080364984,41421.12784451073,20,3,19,1,853462.6433244984,29,447173.1274756731,1
37350.954408104335,11255.731046259998,59,0,15,0,908482.103093922,26,87615.13231048506,0
139967.93534432573,0.0,32,2,9,4,287336.8123950468,26,297431.0568775429,1
138231.44886354962,0.0,56,3,13,0,599940.4705169491,13,324512.6000085661,0
78351.71051397912,0.0,28,2,8,6,163649.0153267348,28,382427.5578983026,1
113190.44987927542,0.0,48,3,8,8,0.0,23,200032.8727480541,0
39795.12087909993,24818.913653900963,28,1,14,0,704927.5899126062,26,231796.3563066684,1
120810.16832024472,0.0,53,3,10,1,440543.4367133919,19,155205.970879449,0
126157.5581356752,0.0,78,1,5,0,1161052.6875053186,6,302416.09932644235,1
70303.70663097095,22433.91742626913,46,4,20,2,306647.7807633504,14,199077.56921899112,0
145644.79015008837,0.0,80,4,19,6,135384.14268068044,29,172376.31371973205,1
99335.46720508244,0.0,57,4,5,8,0.0,11,375747.8205593154,0
115524.5006983705,0.0,75,3,18,8,0.0,16,225469.90443361932,1
44347.83762977988,78727.34005431959,47,0,10,1,522941.33959982434,17,86333.28992447154,0
88023.45091982576,0.0,75,2,20,3,297822.8231048979,7,301561.2681503601,1
27229.45658428017,23698.859084508706,41,1,1,7,149332.61903124014,14,304315.6040549628,0
103454.18717910326,0.0,69,2,1,4,299163.52568686806,10,245376.2600482534,1
32601.30741935413,13887.235278003274,51,3,7,2,343964.75179342495,12,31054.93719039759,0
74475.6826847861,66817.69991792669,68,1,2,2,717005.8757075337,27,311006.8691678749,1
128657.26363582702,0.0,58,0,19,3,507818.2052235277,7,104983.59970607552,0
25240.921413034568,32370.2488830848,31,2,10,4,538651.4617459594,10,274975.08976211294,1
20011.105473078744,30320.02070548886,47,0,15,8,0.0,5,387233.4332223708,0
60977.72127567127,14926.669182072375,76,0,16,6,164270.55310639192,25,378527.7962993861,1
41639.63133323295,50365.96748591745,42,0,9,5,265057.9985810496,9,18519.701827386547,0
114759.5684659391,0.0,71,0,11,7,76057.20331612862,23,400383.3480892872,1
71012.07961872216,37430.90591330623,58,0,13,0,917289.9692767676,27,236397.44148661508,0
26575.19524587197,10848.09358483117,35,0,10,5,417836.5349287351,4,269788.1209712156,1
23137.37354074747,25675.458454657168,44,3,6,0,590837.9227742046,12,457669.276076435,0
132703.71300342737,0.0,66,1,11,6,126430.23014081646,2,466270.2947477753,1
98637.18240044244,0.0,49,2,9,0,802510.040449399,17,450001.3554596221,0
119071.32461608088,0.0,73,3,16,0,804471.3003625526,20,279194.5766023096,1
72426.12461898707,32145.14631453621,49,1,5,0,650831.5576666014,20,452491.9147431245,0
110769.1093878105,0.0,70,0,18,2,851120.3243161995,29,98343.16030117964,1
62473.19185291224,66920.80962074065,44,0,12,3,738111.5183741205,5,374520.1505138252,0
29577.41741971825,50096.54278003063,21,1,12,7,131295.4519357711,30,224212.1771199169,1
48090.63753404049,39119.62094731811,45,0,11,0,714696.581581259,2,198113.3125566309,0
75761.52491999898,0.0,73,0,20,8,0.0,1,429790.55351151375,1
96263.41607938874,0.0,57,0,6,0,1044395.272378802,8,319547.2696006763,0
80250.90914477552,0.0,78,3,10,5,227336.87418249305,9,490741.2217191029,1
57090.72806197965,34703.32508448273,52,0,4,8,0.0,18,60387.8077803785,0
67471.57047340652,15325.46921137282,32,0,3,7,73039.9464662304,24,317404.1917589593,1
148376.8165806466,0.0,49,4,2,5,366804.5784389265,4,286334.75651434,0
115594.16316743007,0.0,68,4,19,8,0.0,24,468364.7055191704,1
130189.61216066504,0.0,45,4,7,6,166019.5445840705,29,61527.67149258021,0
50556.69006202427,76083.0097211166,65,4,16,4,450880.5086331148,18,230003.03430850827,1
103510.5748700649,0.0,56,1,6,0,882775.9943001311,14,244434.45444813184,0
48211.80369447904,73773.16479611008,29,4,16,3,643066.9899382158,5,105166.65341527163,1
149777.8938850718,0.0,45,2,9,0,548834.6390043328,18,460779.6897492237,0
61880.80192513389,67231.49245448352,72,3,15,6,223462.30277339552,19,326370.4038665878,1
107446.82045895816,0.0,41,2,3,5,402822.3379002415,23,171048.25424715027,0
136570.89025207254,0.0,23,3,11,6,213678.802087495,20,311167.8662502767,1
40114.31026428681,68009.26131663923,47,1,5,7,94940.03166812616,15,109171.96498718868,0
23676.029595112068,70199.12554488509,20,1,18,5,165707.98435369178,13,398785.2261757597,1
63557.55075713357,33489.395251199065,59,4,10,2,678104.6984538314,3,363963.0631509855,0
24887.16321617896,45468.75684955272,65,2,2,2,838684.114051129,9,9251.313937446104,1
104240.48925124464,0.0,47,3,12,8,0.0,15,210123.9976947013,0
68262.53491634654,79450.27932659928,73,3,6,0,1074215.704441129,8,353294.24740686256,1
44818.33521001438,48126.74935666456,42,3,9,6,245785.70138063096,10,286838.29846909887,0
54744.552902564144,54625.94566067748,61,4,7,1,715903.0359068367,7,490470.0912053681,1
110867.76636622626,0.0,56,3,19,8,0.0,27,498627.9182067399,0
122647.15060636612,0.0,36,4,17,6,106876.33989643648,24,310110.42702475213,1
138329.83563514665,0.0,41,4,10,8,0.0,8,125738.91511665148,0
20530.89045714157,15492.565696566824,63,3,14,2,382482.401622619,7,408310.2143987207,1
41010.00252612705,39826.8754306058,49,4,16,1,943071.3203502764,25,250593.4854088556,0
38374.69613678116,82389.32445390217,33,3,17,8,0.0,2,164913.89146918233,1
94744.07231755248,0.0,54,2,13,0,1002430.6755033024,11,257656.94837414223,0
146238.47805322666,0.0,74,4,15,2,420798.3675374305,26,59665.09897520872,1
106516.26006128325,0.0,53,3,11,5,375482.3634594284,12,444233.743449794,0
65768.45841842808,84339.8535807036,31,2,16,6,154919.43360227474,1,26151.557961161478,1
88090.73640431021,0.0,41,4,14,8,0.0,10,341646.6752346226,0
130243.91158159405,0.0,32,1,17,6,282429.86877919827,14,8494.2821881126,1
126764.98417848424,0.0,56,3,5,4,334654.1434229393,5,277619.33680149226,0
84774.49687740635,0.0,60,1,19,4,470732.2329844192,29,168391.18892132482,1
106448.42639400602,0.0,50,2,18,6,192055.1737585279,20,182649.82460315336,0
143320.48278136732,0.0,62,2,3,8,0.0,24,133652.40020092507,1
138176.94365438563,0.0,53,1,7,0,800688.2043002977,25,361954.3914837257,0
74637.00190702494,28351.942662169877,69,1,6,6,106225.59448604083,21,180297.2544825508,1
69593.02467877217,37136.03646775837,41,4,10,6,224571.50898688933,19,417987.7788700296,0
141363.34459970222,0.0,79,1,8,2,576100.9218913289,5,110031.79719210924,1
81588.4341707537,0.0,48,4,17,0,1184556.8189114593,29,85631.4049214087,0
81298.4248124827,0.0,72,4,2,0,966743.5456070388,26,381455.1307949938,1
125289.5750148744,0.0,48,4,11,4,228240.5275914666,26,222585.0128409239,0
28424.255264198237,47058.43776605734,23,4,19,4,347837.5539479487,20,381052.7984507663,1
119114.33259232258,0.0,52,1,1,7,50704.28394929198,13,194011.98519493864,0
55737.12444072648,62983.00767953371,62,3,10,7,142132.02301131203,8,356924.0581847088,1
25751.033534809994,46812.234853154216,49,4,20,6,272450.4404046601,26,364802.8592207702,0
33202.970769796375,22810.63752613831,71,1,4,5,248780.87939380915,21,21354.044531827985,1
129740.4992564926,0.0,40,3,2,5,188093.51170891695,3,262398.8035263164,0
100322.75034826645,0.0,63,1,17,4,484363.337821269,9,131703.7606414872,1
60453.35231567756,83639.16924731852,54,1,4,1,567954.3222838937,10,443881.9605238634,0
143626.59809502074,0.0,61,0,5,3,738888.4449309729,26,161352.0415530792,1
26398.54346065799,40044.72602294058,48,0,11,6,263827.0988082794,25,266907.5079327095,0
29704.211702012235,12810.586569521194,60,3,15,7,103772.68422651054,28,441240.072779818,1
84768.53018691161,0.0,48,1,20,2,697527.8307758967,8,52230.2929648904,0
71155.36514688394,51967.02117511436,67,1,2,2,638960.9224939332,3,165713.36447898517,1
149046.47980429558,0.0,43,0,18,5,338048.64079996827,9,268772.0814624388,0
95800.13324522864,0.0,71,3,1,7,141038.20190377827,10,145818.47859438192,1
106794.02286065112,0.0,44,0,19,4,526919.3725659032,7,346997.4230485163,0
125411.97097649652,0.0,38,0,5,2,621608.7225306098,10,332218.9585749876,1
135789.92087035617,0.0,46,3,15,7,62311.42848713933,24,188776.9624216396,0
74013.42357547715,42663.053992696005,24,0,5,5,373981.6465843237,30,120255.15466140523,1
69349.30628809397,14986.328017494632,57,2,13,5,256804.50703795516,25,78975.36322235604,0
131580.9497679547,0.0,70,4,11,0,1178242.1897584237,24,400790.8081059253,1
84421.12471596966,0.0,47,3,4,8,0.0,23,264168.24312653823,0
68616.87172402663,13869.872201108112,26,4,16,3,292887.0518208289,7,291148.5511225005,1
129063.43912239578,0.0,46,4,1,2,818234.9075130243,27,289093.02374923864,0
45729.93756659958,79337.3291615223,66,0,12,4,271682.3420129083,24,98087.96648769591,1
109879.72075126706,0.0,41,0,11,2,400919.8052658437,24,47788.21802078792,0
148857.79411745886,0.0,34,4,5,2,698903.5390739177,2,186219.1199428615,1
58792.13437756121,70311.79332991078,59,3,14,0,538610.1142389111,19,255999.4139896647,0
75821.83998176803,0.0,37,1,2,5,224255.1649449737,25,226908.53341168683,1
147638.7398300773,0.0,45,2,11,1,537257.751386968,25,448612.728678013,0
57510.66747427286,43114.85859236942,80,2,13,6,243935.8358350109,22,116662.61903220366,1
95107.6498135734,0.0,46,0,13,8,0.0,19,235194.45803104973,0
110302.96646094024,0.0,25,0,8,0,797682.2305107298,7,236991.9014379334,1
33050.81290444799,13419.28554262477,56,4,9,1,859859.2791218567,3,432487.612344922,0
84171.09465647046,0.0,33,0,3,4,563483.8865530606,3,51864.7447245445,1
110396.66259398458,0.0,56,0,16,1,493786.2302701658,18,191078.7897510852,0
30378.87254439527,69040.3330403673,26,0,16,1,492294.7228985544,5,391345.4439693142,1
41004.35634094795,79963.93102449617,55,0,10,1,433461.7688712776,27,266808.8505393884,0
130640.9711551675,0.0,39,2,5,7,143388.66226166513,3,386303.5288804625,1
98984.35784657656,0.0,47,3,17,5,297257.84893460065,10,430093.1484576437,0
69263.60760535933,68684.30505186059,38,1,8,2,371382.2380379636,10,438489.2770941746,1
38933.79174713724,84289.22421349105,48,0,15,2,533829.7668287486,5,380210.8230196317,0
67011.2882752878,37521.87458382378,36,3,1,7,52255.53487489881,2,41501.55296199126,1
104276.65788116834,0.0,46,1,9,0,1029962.6332547287,17,222539.8562030097,0
125043.47028835837,0.0,76,0,1,6,181835.61495169307,20,29497.24224327432,1
45038.61983514622,84994.27941031512,57,4,10,0,401031.0606534453,3,19506.863230056624,0
117670.211211233,0.0,37,3,20,1,509721.1194121688,29,390877.6532924914,1
61428.97476057463,68482.65119475074,48,1,6,8,0.0,30,412821.0172342352,0
29462.42938253917,77121.6219477925,26,4,10,5,222775.4413365177,3,306632.21453471604,1
92210.51939147702,0.0,59,1,1,6,144402.60493160595,12,248860.94026766263,0
138654.4793300472,0.0,61,0,8,7,105831.11538379104,25,57704.346878954704,1
113664.55675903462,0.0,58,4,1,5,394296.3600127407,18,161581.44532822684,0
56173.45634292379,53193.44231567872,67,0,14,6,213287.7448761952,2,344735.22491021943,1
66707.19382317516,21491.96448912205,58,4,14,0,701809.7464244221,24,24235.469805103883,0
63102.729802200345,44477.33106497269,34,3,9,5,283215.6521685717,2,41497.17613709414,1
34041.607548234315,50093.28894579964,40,3,10,0,707338.1732351611,27,249493.7723990514,0
125169.0570208957,0.0,20,1,9,2,521353.57015808695,2,119580.91704826568,1
137672.4295727838,0.0,42,1,19,2,839908.273843468,13,302061.80442093336,0
81729.07785770984,0.0,73,0,13,3,743101.2396745455,27,177475.62658609546,1
141890.73724129848,0.0,42,0,6,2,327049.95908433275,4,335712.21524863935,0
26337.362332728328,53234.06679892513,61,1,7,5,335698.55293413904,16,302097.66137306974,1
129419.2252626014,0.0,44,2,16,1,709885.9266785781,12,176948.68136133047,0
97961.27393978513,0.0,20,3,19,2,436142.6979324391,10,396960.9095887693,1
112494.79365081667,0.0,41,0,12,2,695300.0596356306,21,448165.37856931146,0
74351.76215094731,19376.62107488291,70,4,6,8,0.0,23,324001.49599146907,1
34804.034388086984,45884.532123467085,55,3,1,6,225839.9051813865,16,316305.54582021385,0
46584.71035651081,28455.58293283914,29,1,16,1,727405.7526068017,19,77656.17993329582,1
132970.6106927077,0.0,44,4,10,8,0.0,8,455807.41948627,0
30892.445898103964,31455.02502795482,29,4,10,3,260786.7234946876,1,469479.8579307558,1
130689.37159637244,0.0,44,4,7,2,882539.2729584028,25,482220.8789563649,0
112768.72987688416,0.0,26,3,18,3,650723.6871235492,16,206367.2704342697,1
70167.3713309121,45194.625134073845,46,2,17,7,101130.9283178338,19,212930.24405741217,0
131637.27547438012,0.0,29,0,14,2,750416.2897794398,29,208945.3105291796,1
83984.70158362392,0.0,58,1,11,0,891111.1619523148,19,388813.0829316037,0
53462.08184231762,75800.17857400191,75,1,3,2,645316.8158691243,10,218543.1155140568,1
121735.47562492348,0.0,43,0,6,2,772453.2598073046,10,446489.7904300231,0
79990.98048741744,0.0,74,0,10,5,441739.7226976155,24,283618.85049805435,1
23149.55582074473,27263.36813516732,59,4,5,1,554823.4590660668,18,340317.1481224742,0
143088.4487382074,0.0,80,1,8,3,472353.6880504626,24,440415.4649230093,1
147050.7299890661,0.0,54,4,13,7,122378.16582625074,21,42896.98488008925,0
100812.11222743134,0.0,68,0,19,3,437100.2094817105,27,326541.9377726442,1
122320.81120425412,0.0,53,0,18,0,573389.708707682,17,366874.1938083287,0
95020.01950934457,0.0,68,0,10,4,455222.9495887092,2,140922.76268242238,1
55352.10342301977,14790.578604808605,45,3,17,5,172754.33842935466,7,416818.9217529175,0
44821.183516959005,57572.90556348683,26,2,17,3,488655.9073265429,15,159859.39037898034,1
70604.08923892767,83571.44642556075,53,3,4,1,748125.1552693574,16,413300.87122173794,0
70099.41396869939,36718.58849701051,67,4,7,3,329915.68153285683,3,238245.1998806936,1
90085.40778388528,0.0,57,2,14,5,281919.49212310294,5,272716.1659658607,0
52098.785396046806,81389.14944943902,35,4,19,8,0.0,6,193948.1586224576,1
137123.51819384942,0.0,49,1,16,6,185999.5001443132,18,405559.5161294527,0
48857.21402731548,33749.18390231153,60,2,2,2,491961.1176510837,28,258929.4849731649,1
142640.4151244249,0.0,47,0,8,0,1043033.4421656638,15,409092.2183932491,0
142378.9952619717,0.0,20,4,19,7,62506.16452545008,24,421185.0539146839,1
112535.81909409045,0.0,47,0,19,7,60833.64291205868,12,354888.34086773504,0
76485.32402130001,0.0,69,3,13,7,90671.96421026858,2,303627.8285436332,1
114045.82417431464,0.0,44,4,8,3,393786.0346547465,9,8038.885956501207,0
112644.04235324865,0.0,32,3,20,3,728593.9853435664,6,63592.06452141913,1
34857.62149646939,78090.46749659859,41,0,4,0,455394.2405996645,23,414402.0300713571,0
107025.20321320771,0.0,74,3,11,7,136351.70426689505,30,426945.34437100624,1
48685.41688787776,31676.678680405068,52,1,12,7,139443.089879497,20,93445.52497490104,0
140136.53236412845,0.0,60,3,10,3,656156.5218708154,1,438298.1963741348,1
31910.50188625948,84618.59096756682,51,1,14,6,172973.43037464126,25,259223.837934386,0
60349.1326501213,50404.45368722412,36,4,6,7,116981.05493823862,10,1306.8617857906472,1
106650.16060335028,0.0,44,0,11,1,762459.7908322618,18,382845.0789225117,0
114313.82660388328,0.0,35,2,14,3,440694.7106058623,23,381313.58412133896,1
88422.03704042883,0.0,58,4,8,1,737131.0465809486,17,56979.02935414922,0
20461.695531312325,80538.43102029855,74,4,2,2,616036.3986061389,8,167961.15673713497,1
24723.66316118957,36163.864702478415,55,1,8,0,1089614.3651775892,14,248597.338534402,0
38191.0065318985,41664.30533290139,34,3,14,5,344291.6460978574,25,364236.63833679934,1
72719.686073052,46436.63232800036,50,0,17,7,97871.62348488603,28,448970.9776836085,0
106679.869342443,0.0,21,0,13,2,575934.1430261064,13,85948.78238485953,1
40658.98965246832,41883.56632306542,47,3,17,8,0.0,23,343893.28656612424,0
98289.43154124304,0.0,77,4,20,0,771039.6426405543,19,291866.0202690865,1
125095.05392118426,0.0,56,4,4,2,494075.3072860765,20,238310.5959008345,0
44434.92664827066,51778.27725337306,67,4,1,5,158797.87562253553,3,459228.0079073552,1
82769.97269456601,0.0,57,1,19,1,1017378.1691199197,5,295115.6495409687,0
20567.163626789385,55260.179517959616,36,2,20,2,613711.8009383716,15,280589.0695574531,1
135569.1702206864,0.0,42,3,2,3,571280.2224481863,25,70647.94596154461,0
45503.00301866472,19261.839334857843,66,1,11,0,451046.285890019,17,195712.5136092796,1
101323.32797867624,0.0,51,2,6,0,721200.1363132455,21,300363.37056990544,0
39400.53291179438,23586.85837800667,34,1,14,3,660419.90786443,21,280396.7334914106,1
73040.87719453583,68272.95942696772,51,2,2,6,208550.03133895708,16,394492.91381343687,0
67045.31165936857,32794.6662827313,80,2,8,4,332122.542633276,3,140343.70102292753,1
49723.31655007271,80483.40249443188,42,4,14,2,812805.6023262035,27,247261.71126899985,0
57794.5999181376,21930.10794360538,76,3,20,8,0.0,27,324413.9486991698,1
42732.89992780623,30185.49446066452,49,1,1,0,766308.5114781483,9,86107.66722919777,0
115979.52487843412,0.0,78,1,19,5,230892.3251217668,26,461042.9381778821,1
28414.92383260273,78164.17880207032,58,2,8,3,625298.393858488,20,429236.2475113412,0
118596.21757998707,0.0,32,0,4,1,449565.3641767831,22,176296.4188162403,1
84468.3239538057,0.0,53,1,18,5,254568.4783739349,11,477279.9651333951,0
53740.72836451006,66744.92368365946,22,4,3,3,412089.4673979542,3,238318.2334362052,1
31292.964047298552,33809.53850063794,50,2,14,2,756630.328709194,9,441485.0924220072,0
22623.090093679344,73306.17679368966,79,4,20,5,434946.11324463855,14,372365.8155429058,1
34325.884829339535,34842.65638113278,57,0,10,4,277633.0020883683,3,260668.6422632617,0
111942.2346830817,0.0,61,2,8,6,276586.48135518585,12,112511.93253454378,1
122290.01091341815,0.0,48,1,15,6,255602.8090179658,4,386438.0271244981,0
66668.03164629763,52366.00353224841,63,3,16,0,753656.7368714173,10,173128.548452417,1
97331.39132159248,0.0,59,0,12,3,278239.8471768779,9,158898.0110403837,0
21345.79669797708,84114.3855327265,20,1,13,8,0.0,16,277475.77657147427,1
78836.58207178277,0.0,45,0,8,0,617760.4914218712,20,390435.56049029,0
122528.27649372075,0.0,37,3,15,5,239279.23282705332,3,268234.7324154651,1
33016.72966539091,28342.53907994401,44,0,4,8,0.0,5,1461.0033427925885,0
50552.783158453065,59315.044962002845,30,2,8,2,318915.76843387587,18,370116.0333938407,1
73993.66989241907,10677.819496519316,54,4,3,7,149035.71549470202,24,190187.8066369618,0
65966.46433191151,16059.43776125786,64,0,2,7,141332.47361245376,15,57069.951421400925,1
67034.92040738778,80105.50966302042,46,4,16,2,670101.1660490687,12,169215.76630132383,0
115467.00141553723,0.0,71,0,17,8,0.0,5,423228.67522260937,1
142194.23184755238,0.0,43,2,16,3,479383.193323186,7,272235.3035437589,0
140591.81253061033,0.0,68,2,13,1,561348.1402991978,26,195491.1533212153,1
58417.80682263248,27007.31633940412,58,3,18,6,141441.78910132515,30,207829.09639899383,0
82295.71501566251,0.0,73,2,13,5,263132.3029219683,19,193749.59019256843,1
86366.79647349735,0.0,50,0,7,6,210241.29622985824,25,480645.594117517,0
20388.688398002727,30872.796070547975,34,3,20,3,450782.2794055063,8,345047.62605927617,1
40394.16474476125,45986.06798280619,53,1,1,1,725531.4907427795,15,348261.65282498644,0
120447.97471580793,0.0,80,3,2,7,83466.58101465194,15,262910.14109858114,1
91017.08420348726,0.0,46,2,14,5,305035.1181725473,4,276445.97224820795,0
89489.83033134227,0.0,26,0,14,1,694761.2088015788,21,400394.3416651761,1
32235.3894402175,54728.32612376568,43,2,15,2,746907.8505042227,25,207208.86850117048,0
34797.724479953,25538.61162234205,72,0,16,1,648212.7718163707,16,174029.50744526507,1
66443.42927236526,32189.01517143744,53,2,17,3,420873.18634556455,14,451902.68370392127,0
126642.75670636236,0.0,35,4,19,8,0.0,4,76574.29755415424,1
52719.58605486208,27531.56302151233,40,3,7,0,882486.1958167638,1,447378.1502686905,0
96328.62676474729,0.0,64,2,12,8,0.0,21,138782.55305687504,1
114819.37247644633,0.0,55,4,20,2,721570.9229153892,15,241727.58175451736,0
120931.97663101992,0.0,32,2,3,6,180092.0166197751,3,33271.278729084144,1
46805.447623528846,82224.33255335319,50,1,14,7,52878.28555570472,23,68042.71832489922,0
82246.83355832176,0.0,34,2,1,2,483377.9460159128,21,85825.42704917234,1
128781.9252760105,0.0,43,0,20,4,375687.2994045995,12,350775.8673073559,0
141937.38797166923,0.0,27,4,14,1,1035912.3076159812,14,494846.69519202574,1
50122.664942173134,38779.25229814119,56,2,3,1,787578.7569277292,18,391217.77472829336,0
44943.69580706858,60760.54689450706,73,4,8,4,250726.6231788477,21,315463.05067338696,1
39343.51703693936,10165.045472912509,47,1,17,3,385079.4524331074,7,100785.87683272889,0
125088.4831477424,0.0,71,2,6,4,299635.74626284355,18,88297.52498760457,1
64203.35640575754,72464.78838196519,56,2,6,8,0.0,30,261530.8903417015,0
94011.3690160185,0.0,71,4,14,4,330703.6644504347,11,300469.8570673396,1
129135.89225743205,0.0,50,3,11,0,606891.4142722298,4,401283.8808799085,0
87994.37840419404,0.0,20,0,19,5,232190.61598861415,18,254329.37200941125,1
75860.93290520163,0.0,57,4,20,4,382794.0583717856,14,350398.1087598641,0
79484.89026007362,0.0,74,0,14,0,468002.8250591715,9,310612.73977277696,1
78244.01470528374,0.0,41,3,16,5,275649.3987861315,24,162896.18611354943,0
104840.50090634706,0.0,24,4,17,6,288736.5579903167,22,47960.9608067551,1
145521.62600928437,0.0,59,3,19,8,0.0,29,488202.4526305245,0
136936.12644856647,0.0,71,3,4,4,583586.3948860542,28,65026.53408958914,1
70097.13951842564,34230.72057523704,42,1,1,1,365214.9665269728,3,425076.9420121878,0
20199.392651632148,32045.940706152687,78,4,12,2,843930.7400653963,29,354056.520349255,1
79756.63926851867,0.0,53,3,16,0,1113226.856090038,13,163773.95173517574,0
39068.5285382622,80901.5858514065,67,3,7,4,321617.8348064507,10,105642.4216511399,1
97367.347281884,0.0,45,4,20,6,249441.6858833276,23,122302.5777661396,0
33643.708227859475,15395.447653307703,29,1,8,5,281923.3276239653,14,44388.63499752349,1
56392.25626461436,36799.60343669211,49,3,6,6,278038.4378670228,13,122501.4960140025,0
71013.73082238811,50363.70756840057,64,0,17,8,0.0,20,244192.47289641693,1
57083.76392059329,47682.65547949568,41,1,19,5,404532.4940761735,15,374952.28819435753,0
122337.49332269643,0.0,76,0,8,7,88929.33984527807,14,278786.3257353,1
105439.25981928884,0.0,43,1,11,2,848272.857965312,28,338416.9941027972,0
94180.58429503535,0.0,25,0,2,3,657466.3754838144,19,494799.9892885399,1
61376.60343430723,26127.73206953467,48,2,13,6,115300.15664094532,24,153206.32781976394,0
78328.04862600958,0.0,79,0,17,6,202224.34623071668,22,29.963555425893684,1
147133.5992816974,0.0,57,2,1,8,0.0,3,138113.19216463363,0
41329.26472410465,27450.28459932027,34,0,6,2,597827.7568048822,30,142886.32145287615,1
22255.38060829748,30867.96099590653,50,1,20,8,0.0,30,77783.0260510941,0
52938.98945393688,36591.49955989758,33,0,18,6,175219.2870262735,10,242276.74047473192,1
148974.5847185796,0.0,54,3,14,4,570268.4696527245,28,248450.2884710803,0
59318.023714546594,25284.02329804705,33,2,3,8,0.0,1,70677.12156229277,1
91549.05466959822,0.0,40,2,20,0,1047076.7294009706,17,151794.2797611721,0
135205.0518845332,0.0,70,0,6,8,0.0,11,180502.96905506795,1
99074.60163473488,0.0,43,4,15,3,739037.4569711422,28,26011.060328842985,0
96391.7820574024,0.0,79,0,6,1,710507.2931951013,5,236090.9503124755,1
103344.73175053744,0.0,43,1,2,1,574509.4422729306,2,94904.6539473759,0
125100.75591467724,0.0,38,0,15,7,103282.3920905224,22,356105.0187789212,1
136181.43347031507,0.0,59,3,12,8,0.0,25,156431.04284914833,0
79360.40574968635,0.0,67,3,8,4,330214.5301936666,29,151787.914781568,1
97733.64607019044,0.0,41,1,2,6,161357.2056359588,3,467467.8058107333,0
139256.93054040172,0.0,71,0,1,6,294339.7925863289,30,347387.3129047939,1
36054.72685832321,50166.04207906612,46,4,5,2,712208.448724681,21,405276.1066675981,0
66259.1540859877,57852.744759307294,30,3,20,6,290920.69289983896,1,264539.0674231676,1
102085.5351181977,0.0,51,4,3,0,408897.9443625371,19,115197.27535230036,0
106066.33338298564,0.0,60,2,16,2,756038.0196541662,18,313648.63535711565,1
92652.3201463953,0.0,53,4,17,7,122800.52444344271,13,173797.36313807947,0
110643.40477980446,0.0,78,4,20,3,287034.44527835987,13,329500.95072009263,1
132857.70002870902,0.0,55,3,1,4,392797.7616510029,19,138547.1026055855,0
117920.7118461888,0.0,77,0,19,0,571455.243283151,1,103657.2505879066,1
144450.65986815206,0.0,46,3,7,0,1056058.7737822498,11,364356.4254830132,0
41683.87150602634,68072.37755332113,80,4,6,2,615322.2839812929,6,358452.07250312465,1
76782.64719826065,0.0,52,4,11,6,207035.5664603309,10,340754.177205718,0
124222.32115057354,0.0,34,3,9,4,429812.84655765817,27,287420.73280715896,1
63513.98377904824,15951.2061426701,42,1,3,7,82237.72190304332,12,341839.5362320974,0
55936.43323561643,82522.59870199369,24,2,17,6,236780.84446090844,30,78245.14593386035,1
99706.71097050376,0.0,42,2,3,5,383594.9189394551,14,155340.2538847945,0
128826.06934676383,0.0,25,2,19,7,115220.76773591446,5,86275.97586052399,1
69604.15224229748,51497.291093032734,56,4,9,6,230981.36588060533,2,477458.8088796014,0
124580.3696840248,0.0,75,4,2,4,203242.66491423213,7,98267.53627504905,1
88507.86307370028,0.0,45,3,4,5,247888.80108568372,9,208414.43494242124,0
22050.427160088268,28378.630049025945,29,3,2,6,196911.14702193745,9,465697.492464403,1
127210.4030756146,0.0,45,1,16,2,328846.69138100627,11,374693.3982007583,0
71361.40532995199,62257.2954292778,70,2,20,1,424959.8713182699,23,76578.50425912937,1
88993.02971908088,0.0,42,3,15,2,781811.7387651423,12,368931.50598769536,0
42192.62411851416,16411.848522431545,76,2,11,3,528541.4019446826,28,9805.093234694028,1
84626.56519575816,0.0,41,2,18,2,353604.4876911603,6,193138.6745810248,0
110605.75585095093,0.0,80,0,20,8,0.0,16,187322.14857014,1
