salary,commission,age,elevel,car,zipcode,hvalue,hyears,loan,target,block
142145.13952057675,0.0,63,2,13,6,300000,1,18965.68813332874,1,2
63172.90313695521,71620.7786873025,75,0,15,5,400000,23,140308.5029692849,1,2
26249.22862136628,67042.66506802577,76,1,11,1,0,26,451331.8179717302,1,2
40509.613611127636,11379.20033104517,41,2,7,4,500000,19,399845.22399284085,1,2
32189.016740770865,17917.176477178502,40,1,14,7,200000,28,58361.72090444305,1,2
83199.84797209529,0.0,23,0,19,4,0,22,56918.07581784167,1,2
24506.199284927345,36354.70140205289,29,4,8,4,500000,20,416444.56567759044,1,2
48903.22205213901,72283.04862515247,62,4,14,0,0,14,154529.59163536187,1,2
114443.29134470655,0.0,72,2,5,3,600000,14,40855.95482215595,1,2
50988.27958407908,45288.05369161961,73,0,19,6,300000,30,275338.40837423,1,2
69220.01985726779,14797.501123385384,21,0,5,5,400000,5,406420.23218834144,1,2
125377.28056534137,0.0,73,4,9,8,100000,22,388191.4666694216,1,2
137737.80742616087,0.0,28,3,6,8,100000,24,333328.3719198777,1,2
23317.566205550353,52388.835491606114,20,2,11,1,0,3,206054.64868641805,1,2
30564.753534193154,66317.06668799504,61,0,12,7,200000,5,175083.01183810362,1,2
122080.31304209889,0.0,73,3,12,7,200000,16,382025.5405265926,1,2
143210.6950277469,0.0,28,3,11,3,0,2,364062.49674734415,1,2
135233.3142365068,0.0,66,4,17,7,200000,16,297234.7119035726,1,2
127878.08126426666,0.0,80,4,12,8,100000,11,481049.6847296692,1,2
139867.57586589933,0.0,21,3,8,5,400000,13,437931.16174799646,1,2
116952.25862732205,0.0,36,1,18,4,500000,23,83032.4535221091,1,2
76695.90132174267,0.0,34,0,9,6,300000,7,325604.2764099558,1,2
32616.676946241267,48223.93299512213,79,4,18,4,500000,27,331429.7166174827,1,2
134687.47200912205,0.0,24,4,7,2,0,29,470248.71320522676,1,2
40129.494194966515,38690.78825776055,76,3,18,2,700000,12,245953.34116504298,1,2
50077.465282047575,75000.0,80,1,17,8,100000,2,422186.6775310687,1,2
37330.5376793021,66425.37494497083,71,4,7,4,500000,7,295654.150283905,1,2
108105.45932371945,0.0,75,3,1,3,0,16,242762.72591961606,1,2
87751.48167434802,0.0,24,1,18,7,200000,16,389105.16121162113,1,2
63435.0523051153,61750.26766269816,67,3,19,6,300000,2,312987.3541044905,1,2
74391.62352611264,0.0,37,3,18,3,600000,22,112064.43658439993,1,2
52200.71690494918,68118.12802482917,70,4,18,1,0,24,372609.13889628486,1,2
118625.2210683695,0.0,23,0,6,5,400000,26,344071.88042430393,1,2
55064.67357750036,21785.166148039905,27,3,5,2,700000,25,60955.14177731058,1,2
132016.92624395748,0.0,30,2,7,5,400000,14,251428.37915272586,1,2
114679.89848406307,0.0,71,4,5,5,400000,19,111868.52598140558,1,2
109897.15777399811,0.0,26,3,2,3,600000,24,500000.0,1,2
105560.74358696847,0.0,31,4,2,3,0,7,439500.39432339073,1,2
138617.35738850263,0.0,38,1,5,6,300000,18,226205.11603340387,1,2
111193.45165521723,0.0,67,1,3,5,0,7,97477.21014564468,1,2
77343.73428734877,0.0,68,0,14,6,300000,20,175950.20158916325,1,2
60321.28704065428,48830.79618390727,22,2,2,5,400000,8,174761.7924487082,1,2
85792.3443276084,0.0,70,3,12,5,400000,30,500000.0,1,2
31609.727186043925,67106.43900936737,34,1,18,7,200000,1,461805.5789790892,1,2
86658.43710385478,0.0,80,0,12,3,0,1,84805.56010727008,1,2
56183.31591975028,44765.87974883232,25,2,13,0,0,26,409448.03502618504,1,2
84108.65123412885,0.0,36,4,17,3,600000,19,373380.37522636086,1,2
82599.60963686215,63010.73380492801,26,1,7,5,400000,28,102559.16045571896,1,2
82931.20811356089,0.0,66,0,11,1,800000,3,61795.72317421649,1,2
100092.58757454372,0.0,64,4,10,2,700000,11,144683.15617063968,1,2
131079.4718316074,0.0,78,2,17,6,300000,10,433125.90739041055,1,2
89724.83067306124,0.0,80,3,3,5,0,4,170806.54854943027,1,2
146880.49370438815,0.0,36,2,7,6,300000,5,268843.0600352604,1,2
85720.17191602079,0.0,73,2,4,0,900000,9,210946.43602577277,1,2
41449.23542235564,51246.68946801486,69,3,2,8,100000,9,306214.2402956596,1,2
129381.12230069231,0.0,75,2,15,1,800000,19,214661.1762366253,1,2
146263.6338201201,0.0,67,2,18,8,100000,29,429802.00105794996,1,2
59384.512417688384,10235.19839050928,62,1,8,5,400000,27,500000.0,1,2
53590.98423221172,48602.22756329074,39,2,3,5,400000,7,6101.692033751649,1,2
147744.02134587985,0.0,80,0,1,3,600000,18,267935.2344129974,1,2
49292.10349272918,28346.908649955418,80,1,12,8,100000,21,294779.1569016995,1,2
53896.97666651454,69626.32724403308,29,0,10,1,800000,10,226097.98164443925,1,2
55115.92624148772,47746.36269583544,31,1,18,4,500000,17,81322.05814321243,1,2
75600.03467726383,10000.0,30,3,5,0,900000,22,163439.4316628466,1,2
20000.0,61212.791560420876,71,0,6,1,800000,27,149285.57700517643,1,2
61370.753188002316,75000.0,71,2,17,7,200000,11,155477.1044154284,1,2
129908.52676284831,0.0,26,0,19,5,400000,12,51269.81798629296,1,2
101595.87614226218,0.0,27,4,4,6,300000,8,291154.0001203538,1,2
115030.43742378269,0.0,23,0,14,6,0,21,351651.0488673428,1,2
94804.30476962522,0.0,41,1,7,7,200000,1,100778.7452594785,1,2
40581.52751357152,37033.82866075135,57,3,12,2,700000,27,406635.1538493519,1,2
76861.03505571099,61452.16452222785,30,2,16,2,700000,15,415690.09528146154,1,2
110505.56402745577,0.0,74,4,19,3,600000,23,11928.47418449173,1,2
98231.74517333787,0.0,23,3,6,5,400000,17,436233.496102952,1,2
133921.2648201997,0.0,64,4,16,6,300000,3,486534.4436970925,1,2
25403.224115071014,43674.59909663412,42,0,13,5,400000,18,409306.1033437146,1,2
115507.81585536542,0.0,67,4,6,4,0,30,34200.87601149547,1,2
36601.72744537468,27976.46637485597,20,1,10,8,100000,7,95529.58126218713,1,2
83771.96054283188,0.0,28,4,15,2,0,13,363355.51265837013,1,2
132872.63631378472,0.0,63,2,16,7,200000,18,11388.176456643343,1,2
95214.29187297972,0.0,74,3,1,7,200000,10,335737.81438411504,1,2
104565.15215246785,0.0,32,4,19,7,200000,1,79155.71724506433,1,2
50547.90866604645,10000.0,39,0,19,8,100000,13,113323.52271415829,1,2
128286.91131070664,0.0,20,1,8,7,200000,5,346210.05062284594,1,2
100454.82067090868,0.0,39,1,12,7,200000,15,210416.62991594122,1,2
95444.34503614335,0.0,29,3,16,7,200000,11,21115.738985739947,1,2
78715.49373664775,0.0,22,3,7,7,200000,16,135301.20318779082,1,2
97449.12237931835,0.0,62,2,9,4,500000,9,182705.661069709,1,2
25635.97761915859,30623.83827172524,60,4,6,2,0,27,82329.37367085302,1,2
65596.12961583387,75000.0,71,2,6,7,200000,7,426386.50727080595,1,2
64968.55386613685,58022.162503729174,73,3,7,6,300000,3,222512.63151875866,1,2
130376.36177762963,0.0,78,3,20,4,500000,23,152348.95397600302,1,2
89367.53659524208,0.0,20,3,5,7,200000,19,327246.3975685272,1,2
73971.55077820875,74937.24852733545,36,2,7,0,0,16,437126.20629324595,1,2
131561.55366950584,0.0,68,1,15,5,400000,24,357784.8655917949,1,2
66365.12828231983,40831.09172737221,74,2,2,1,800000,29,98297.84581306252,1,2
130009.44525785593,0.0,76,1,10,1,0,27,314507.9875502056,1,2
139592.27174275965,0.0,38,2,10,3,600000,27,185613.75780582838,1,2
25398.319729399722,63405.58024343952,66,0,2,2,700000,29,378368.867117495,1,2
43216.91645986154,28189.860300770364,24,3,12,4,500000,18,376812.71355239575,1,2
122048.93044873376,0.0,67,4,15,7,200000,8,140809.64141627046,1,2
107709.03845067549,0.0,66,0,4,6,300000,25,154754.52131266933,1,2
47635.573049596256,30004.06198316122,39,1,18,6,300000,28,388073.08951287915,1,2
72545.37205236335,0.0,38,1,11,2,700000,7,425939.2070241995,1,2
40213.77157310338,37150.069389626624,76,4,1,7,200000,10,462231.41911990603,1,2
122344.69823344283,0.0,75,0,13,6,300000,30,337437.0916823667,1,2
20000.0,61031.49531183507,66,4,20,0,0,25,274127.5294573688,1,2
40305.46284069316,45241.163227549456,39,1,14,2,0,25,386914.73989759776,1,2
127562.0898754008,0.0,28,3,9,5,400000,8,456477.7513272742,1,2
141573.1406126183,0.0,39,1,4,7,200000,22,297692.49601427955,1,2
64502.62705732029,48561.91434762825,74,2,12,0,900000,24,146688.20412451436,1,2
149769.92253429952,0.0,61,0,11,8,100000,12,268804.0020258051,1,2
126199.53697351662,0.0,73,3,2,8,100000,15,76656.5832978468,1,2
129180.79666259636,0.0,66,4,6,1,800000,8,448668.80871431436,1,2
113709.70837418149,0.0,73,4,10,0,900000,19,408687.1370873385,1,2
78373.2682266676,58349.70732404916,67,1,14,6,300000,28,293060.0393339963,1,2
75822.54805432128,72227.03271529585,74,4,13,3,600000,15,444557.8587268842,1,2
33710.66601821732,75000.0,38,3,8,7,200000,15,193271.2418080411,1,2
100581.7865764041,0.0,75,0,17,3,0,18,68361.252139212,1,2
110728.39917362259,0.0,73,0,20,7,200000,17,23009.186509628584,1,2
55545.9699398778,57765.537005410144,33,4,9,1,800000,16,62204.07801752948,1,2
60601.77085068177,75000.0,40,1,14,6,300000,25,368834.3837037536,1,2
93053.90467691507,0.0,22,2,5,0,900000,14,485823.0729438188,1,2
128868.80809044008,0.0,59,0,2,5,400000,8,127500.47442607117,1,2
128604.74932115022,0.0,80,1,1,5,400000,10,350725.5780905604,1,2
23065.37208804565,10678.556386646067,28,3,17,6,300000,30,29923.54144286415,1,2
38533.27469645068,22442.468095578406,70,3,3,2,700000,20,122369.58797626143,1,2
30639.250750933694,22499.157401379543,20,0,3,1,800000,13,248828.74184132065,1,2
77750.1858271356,0.0,59,2,17,2,0,19,16935.94111332159,1,2
121436.77232556397,0.0,65,3,4,7,200000,7,452949.4218020439,1,2
118537.81935075257,0.0,31,0,15,3,600000,21,264429.9201674794,1,2
50002.71347750286,75000.0,76,4,2,8,100000,7,210195.0584561698,1,2
104139.5035919146,0.0,63,0,13,2,700000,3,500000.0,1,2
96664.88385249312,0.0,63,4,8,1,800000,9,187932.93571509758,1,2
142384.9428688866,0.0,20,4,11,2,0,15,160166.51143326165,1,2
50298.24598578029,35697.74473490093,66,1,9,2,700000,20,364910.18180919986,1,2
106494.2595427802,0.0,20,2,4,8,100000,23,322829.71008482506,1,2
29522.709226955412,75000.0,27,4,13,3,600000,18,187874.1948120153,1,2
100466.21401956707,0.0,63,0,17,7,200000,26,138308.242720689,1,2
50814.2934531564,75000.0,20,3,1,3,600000,18,220122.74957216767,1,2
138281.32633741046,0.0,79,1,19,6,300000,26,342229.2340408248,1,2
43933.681353904176,66492.09303016383,38,0,15,5,400000,19,365450.63634160353,1,2
114671.48167841138,0.0,67,4,2,4,500000,25,0.0,1,2
143920.46401269763,0.0,34,1,18,0,900000,23,393466.2951907866,1,2
105834.01514785728,0.0,59,2,16,4,500000,13,363796.8010353104,1,2
43046.37759100077,75000.0,60,1,8,0,0,28,107085.07860900267,1,2
120115.81521175412,0.0,76,1,13,4,500000,9,293695.5678279569,1,2
83263.85423696412,0.0,76,1,16,6,300000,17,265582.16102131107,1,2
43870.95982148235,22083.985011604058,23,1,8,4,0,3,337418.778086577,1,2
40140.23734667511,54593.97409188629,20,2,5,8,100000,19,279488.83387643716,1,2
135195.20527797626,0.0,42,1,20,6,300000,20,109424.01949766728,1,2
47093.499271357876,13815.07033261864,58,4,13,4,500000,20,271958.56452955725,1,2
22964.570570000586,75000.0,37,2,7,8,100000,24,414395.47291532124,1,2
147537.23245733103,0.0,23,3,1,3,600000,16,471486.97098040394,1,2
105887.53838977509,0.0,30,1,11,4,500000,12,488942.8478834813,1,2
38491.964150483494,32702.966654821917,35,2,3,3,0,7,47817.22463156957,1,2
116357.7527178226,0.0,29,4,15,2,0,3,203420.90976135066,1,2
37578.5385780442,29864.282171283012,29,1,10,6,300000,26,431462.87996657897,1,2
37017.984080570364,25334.267968514025,68,0,15,5,400000,16,32694.527612774727,1,2
39210.1066397818,44916.10269923233,62,0,1,2,0,19,80508.14618585468,1,2
105617.52527036806,0.0,40,2,6,2,0,28,500000.0,1,2
52268.02883273101,38178.68802879465,23,3,5,2,0,9,208493.10481295956,1,2
56109.57543531279,39115.48373766258,69,2,19,8,100000,29,80052.66330124199,1,2
58125.67421548951,63561.374470910225,73,2,11,3,600000,23,381598.6149328358,1,2
110125.6107457451,0.0,66,3,16,7,200000,5,167791.73114396338,1,2
83432.66185158452,0.0,60,2,15,2,700000,27,198311.3038364866,1,2
64418.6124895621,53338.562761577035,74,3,7,0,900000,13,372198.0115430827,1,2
76605.45550931504,75000.0,26,3,10,1,800000,15,103995.77041043375,1,2
123732.90839034808,0.0,66,3,5,0,0,17,467949.37354631315,1,2
69513.33884318468,34082.319309097904,35,1,19,5,400000,22,331227.3015428854,1,2
48155.29949561537,41280.08436119325,33,1,20,4,500000,23,421766.7584076396,1,2
104063.6850658239,0.0,72,1,14,8,100000,29,283291.31398798176,1,2
112511.32003967049,0.0,31,3,19,0,900000,22,498462.84479985974,1,2
87999.47907254101,0.0,73,0,5,3,600000,5,315348.6070923193,1,2
80780.2331076688,0.0,27,4,9,1,0,9,430201.6312094561,1,2
102652.87883080434,0.0,68,3,15,0,900000,22,226877.76866876616,1,2
129927.3901417483,0.0,77,2,9,5,400000,30,284479.7147096011,1,2
54559.60532447419,57300.08838625756,26,2,7,5,400000,22,500000.0,1,2
129553.31905439075,0.0,63,4,14,0,900000,14,390042.55953836173,1,2
137835.21735630406,0.0,42,0,6,7,200000,26,367049.9113072915,1,2
138027.3452493594,0.0,33,3,4,7,200000,7,287992.7757252506,1,2
131796.59922900258,0.0,22,2,8,6,300000,19,299442.09938323655,1,2
50869.910221717895,31700.993097468916,20,3,5,1,0,15,2303.7087712819916,1,2
114504.68158066168,0.0,25,3,3,7,200000,3,358052.28172170016,1,2
114080.24564605876,0.0,70,3,6,5,400000,10,279521.6117162049,1,2
61075.36684855347,49878.85258154283,21,0,2,3,600000,3,334460.79298021615,1,2
85676.98344111291,0.0,76,2,7,4,500000,2,234601.19855726408,1,2
38776.745732258576,14813.033516242413,70,3,19,5,400000,8,51749.02063869688,1,2
127922.19085123579,0.0,23,0,13,0,900000,5,95019.71108198962,1,2
96114.82887808702,0.0,23,2,2,8,100000,15,359389.8826987866,1,2
61025.69518851247,75000.0,33,1,14,8,100000,3,390379.36319766287,1,2
87750.66301684032,0.0,64,2,12,1,800000,12,273304.4958442808,0,3
48756.35865985878,13947.066719383867,38,0,8,0,0,27,34758.16425965895,0,3
141882.72266254656,0.0,51,4,11,8,100000,5,103618.9131001723,0,3
63053.97688889592,62046.41612465006,51,3,3,8,100000,13,311127.63880565565,0,3
43552.479606957124,28424.97888224684,25,1,14,4,0,28,157023.25018893942,0,3
30179.41454624164,17326.255406959437,36,4,11,0,0,4,24483.34218624529,0,3
117275.45161738658,0.0,76,1,3,8,100000,20,238464.38295714004,0,3
91766.9230194112,0.0,80,1,15,0,900000,6,224693.7334190044,0,3
25455.045709522485,32012.580410367893,20,3,11,0,0,5,221075.95855466355,0,3
66243.38780947223,57030.84442648458,52,4,10,0,0,3,187765.36729256043,0,3
104877.81469129301,0.0,63,1,16,1,0,27,104986.65795554125,0,3
98172.4743058843,0.0,20,2,11,8,100000,5,134485.34847093467,0,3
144997.5356862051,0.0,44,0,3,8,100000,18,192957.92565127902,0,3
103817.6610575381,0.0,28,4,2,5,0,8,0.0,0,3
38130.743116061916,45418.38981648729,49,1,17,3,600000,12,379535.4652674193,0,3
41473.16198107195,42961.045757655826,22,0,20,1,0,14,497814.00140339835,0,3
137380.57918560563,0.0,28,3,20,2,0,9,138918.65386099307,0,3
23865.922802561807,50923.40306166282,42,4,13,4,500000,15,369406.2393595035,0,3
62098.33972332869,75000.0,59,0,5,1,800000,1,60088.49989898924,0,3
63675.32319381772,45569.91400147187,43,1,9,7,200000,6,51058.68710540716,0,3
82696.16845480907,0.0,64,0,11,1,800000,28,30936.81311997072,0,3
139230.0604858284,0.0,68,1,11,1,800000,12,45111.62567533552,0,3
150000.0,0.0,68,4,18,7,200000,8,214207.14503169368,0,3
114066.39515836413,0.0,66,4,12,3,600000,15,159932.87434488203,0,3
51381.01699760019,47469.5811344306,54,2,10,0,0,18,427152.0335341823,0,3
21960.796796234048,29863.47023901669,40,0,10,7,200000,4,74777.04726526709,0,3
30532.82496716725,53670.65535022743,31,1,16,1,800000,15,368723.2750109357,0,3
134236.6305737892,0.0,56,1,10,6,300000,14,459647.8237213948,0,3
37106.881363147535,33576.50386514279,30,4,14,2,700000,8,224038.6047689005,0,3
98208.52420046342,0.0,29,4,14,3,600000,16,450509.47778473655,0,3
120228.01075544015,0.0,40,1,18,4,500000,16,320161.3296865066,0,3
113436.28155921714,0.0,23,4,3,4,0,11,174658.5080565559,0,3
107145.97375744475,0.0,74,2,15,7,200000,1,0.0,0,3
64150.639220259014,47077.385929084936,48,4,18,7,200000,1,209945.0283238235,0,3
123888.54612673062,0.0,69,3,3,3,0,16,104763.22937453848,0,3
51982.79733634778,50594.991518946175,26,3,17,0,0,22,128814.60437413564,0,3
137007.075090921,0.0,38,0,7,6,300000,9,0.0,0,3
67914.56699034365,57409.61031432955,57,1,10,0,0,26,448448.850027472,0,3
38579.2839932293,65847.72798555544,31,2,1,0,0,7,476635.8930907264,0,3
67674.39734985506,75000.0,55,3,4,0,0,24,261856.16152719766,0,3
44697.18439765565,38335.871679663265,29,1,16,1,0,7,87184.70197972987,0,3
140071.74850268618,0.0,27,2,17,1,0,23,386994.3217033207,0,3
116641.36378177673,0.0,71,1,18,2,0,28,74754.14140090541,0,3
108118.21959972323,0.0,20,4,18,2,700000,8,150611.8866499693,0,3
143909.7028122701,0.0,36,0,2,1,800000,13,428785.7593749229,0,3
66441.59521950701,55812.0876585456,37,3,17,1,800000,18,9770.196094695892,0,3
21728.867618741693,43844.50730147181,36,3,7,8,100000,21,83798.51878154051,0,3
114001.48735347483,0.0,24,4,7,0,0,15,397404.74742748257,0,3
125382.18439094457,0.0,27,0,7,0,0,20,0.0,0,3
119900.22566346655,0.0,79,1,7,0,0,5,42764.79179233157,0,3
109524.06923821363,0.0,69,1,8,2,700000,1,165285.72858294583,0,3
139583.04247125756,0.0,20,4,16,7,200000,10,7118.675281364129,0,3
20000.0,12087.633049196658,72,3,8,0,0,25,39348.79484089264,0,3
131117.09175591107,0.0,52,1,19,2,700000,19,116940.51001995416,0,3
102324.47302179765,0.0,74,0,16,5,400000,18,305703.6454161716,0,3
121744.32938659455,0.0,70,2,5,0,0,27,239700.00893957238,0,3
27503.342654588905,34291.08487518136,64,4,20,7,200000,3,268355.9442048483,0,3
69834.56913720297,16373.57171016779,43,1,7,4,500000,21,78170.34288751487,0,3
149600.6536330358,0.0,20,2,13,8,100000,26,397084.178965762,0,3
22562.264166814242,18868.859865374354,52,0,18,1,800000,21,55235.8668960969,0,3
24308.47258150647,35818.15064301618,61,0,3,5,400000,7,116313.19433586915,0,3
131540.76115137624,0.0,29,3,18,0,900000,12,306324.1123438488,0,3
20000.0,34842.49741651552,68,1,7,7,200000,7,217809.4126438657,0,3
145783.76114363573,0.0,25,3,15,6,300000,11,71770.24058655459,0,3
27402.28885963145,20119.85364361586,22,2,4,4,0,18,275546.6229015086,0,3
132323.86914288838,0.0,49,2,3,6,300000,6,159605.88727196414,0,3
72368.12163271329,0.0,77,1,15,3,600000,23,99589.19377896964,0,3
99164.76630632384,0.0,63,1,1,0,0,18,449432.55589761195,0,3
121164.35383146892,0.0,52,2,6,0,900000,12,453827.0500349924,0,3
118640.53686739191,0.0,65,4,8,1,800000,14,229894.79121054584,0,3
125215.37085737199,0.0,76,2,9,5,400000,20,80728.70969347318,0,3
36943.458243212095,29446.87347924612,30,0,5,8,100000,7,286637.8120822392,0,3
20000.0,26123.47011675138,56,3,8,8,100000,29,43145.71461495152,0,3
119397.62932556693,0.0,75,3,2,0,900000,24,95582.30053655805,0,3
150000.0,0.0,59,2,17,5,400000,16,544.7052684505761,0,3
137145.04451343376,0.0,71,0,14,8,100000,30,153217.65902470396,0,3
36496.24660570558,69145.42599419449,28,0,18,0,0,29,57572.542593183316,0,3
88764.29562338891,0.0,74,4,4,4,500000,8,85202.30960346159,0,3
66998.8516493597,60902.12435748409,60,2,16,8,100000,1,224108.99660945972,0,3
92839.55860010913,0.0,62,1,16,4,0,26,117090.82987044533,0,3
57084.082948757634,27755.928530523033,57,2,5,1,800000,10,283962.7311406845,0,3
26685.709566730548,14586.040976154554,61,0,11,6,300000,13,500000.0,0,3
150000.0,0.0,80,3,17,5,400000,5,352404.4011445795,0,3
36539.00074542705,26345.19313414744,62,2,6,7,200000,3,462718.36900455045,0,3
35993.35937580737,28195.1160931778,54,4,7,7,200000,4,125799.01443636627,0,3
46465.4401918136,49057.3939396699,52,0,16,1,800000,25,283512.72286718874,0,3
21432.172509934648,61444.715394713785,69,4,2,4,500000,30,334919.16396794014,0,3
118174.2479096487,0.0,20,1,4,6,300000,5,306868.923767617,0,3
62830.351756861564,18704.185571510476,53,3,3,4,500000,7,461200.2422060478,0,3
148218.40371312082,0.0,80,3,7,5,400000,22,406367.64513641695,0,3
31698.269327240967,42763.4881879763,24,3,7,2,0,19,363143.0297850377,0,3
107925.82225377984,0.0,73,2,3,6,300000,13,401446.214741635,0,3
144768.9414534182,0.0,26,0,7,7,200000,28,459622.53008310095,0,3
138077.3990965735,0.0,26,4,19,6,300000,23,341480.2240335443,0,3
128959.08722768817,0.0,80,1,6,4,500000,16,259772.163137854,0,3
24953.13040997744,50061.20920719128,48,2,16,4,0,19,304416.338418492,0,3
87230.92182615244,0.0,63,0,17,2,700000,28,331799.7806444181,0,3
34775.82669536794,72814.88500182076,28,1,2,4,500000,25,500000.0,0,3
111508.05849552048,0.0,31,4,14,3,0,14,244438.79602115258,0,3
42640.43586125426,49386.80190882239,51,0,17,0,900000,30,250282.67212751321,0,3
136456.8902120209,0.0,51,0,19,6,300000,21,371484.89167102374,0,3
34417.95507589499,45496.643367422104,52,2,18,6,300000,13,56257.59017407045,0,3
104534.78076798799,0.0,33,4,20,8,100000,25,251184.36375344463,0,3
132756.191305943,0.0,53,1,18,5,400000,3,457732.7178962441,0,3
113973.65606880131,0.0,20,2,15,1,800000,7,53765.70629178398,0,3
141422.93158365562,0.0,44,0,7,1,800000,12,75824.02800922596,0,3
110736.45516280645,0.0,24,1,15,7,200000,10,250713.49434666184,0,3
22049.820316643927,75000.0,38,0,9,5,0,23,353729.5010590311,0,3
130523.1459845395,0.0,52,1,12,8,100000,4,386131.09917884856,0,3
137912.98510908385,0.0,54,3,12,5,400000,27,54777.62998686409,0,3
37444.72413927975,75000.0,28,2,4,6,0,12,210818.55524752685,0,3
132359.649961637,0.0,76,3,1,4,0,25,97208.45694263655,0,3
80188.26690296791,0.0,69,2,3,8,100000,23,204935.33438201257,0,3
91250.31791073622,0.0,71,3,18,7,200000,11,74913.81460061966,0,3
43204.70729278355,13533.114446875912,28,4,16,1,800000,9,265706.4527222287,0,3
133392.65791638,0.0,72,3,7,1,800000,23,21931.262684185014,0,3
148848.991792069,0.0,56,4,2,5,400000,23,466531.85488919745,0,3
39525.08113614127,44864.7696789484,29,4,11,4,500000,13,159232.10526672885,0,3
125133.45860560889,0.0,35,3,3,3,0,8,159511.21545887072,0,3
138035.65312887143,0.0,24,3,20,4,500000,19,89062.71306897106,0,3
142940.3245797646,0.0,77,3,14,1,0,30,392298.43093896273,0,3
150000.0,0.0,28,0,18,2,700000,9,189694.47886663015,0,3
130351.40116335319,0.0,65,2,6,5,400000,14,484753.09425495594,0,3
130132.77185907005,0.0,67,2,8,5,400000,20,264139.2753690784,0,3
129030.26094471801,0.0,73,4,5,0,900000,3,441130.2257276559,0,3
74003.4941250537,0.0,78,4,19,5,400000,19,77736.28456748238,0,3
121849.76972148484,0.0,29,1,9,4,0,14,247048.87118223228,0,3
140160.1757154173,0.0,39,4,20,8,100000,2,390516.0264959028,0,3
95994.37350992279,0.0,59,4,14,8,100000,7,197576.9156321719,0,3
150000.0,0.0,69,0,13,8,100000,10,457694.61736086285,0,3
141025.69254747377,0.0,73,4,16,0,900000,27,392139.35896566743,0,3
134612.57422356872,0.0,58,0,2,8,100000,23,42436.18583785786,0,3
82343.9331921661,75000.0,46,2,15,5,400000,7,156190.82770834045,0,3
123562.49934186942,0.0,44,3,13,6,300000,11,313246.55053281144,0,3
114143.67772571123,0.0,21,3,16,6,300000,1,74595.24365442667,0,3
38017.27602757203,75000.0,37,3,13,7,200000,23,414239.2236050311,0,3
45967.075823412764,70699.9269222219,21,3,17,0,900000,23,85997.6423206776,0,3
23977.423101551896,30060.721346917584,50,0,16,8,100000,20,103018.35829667118,0,3
145129.41409306062,0.0,31,1,19,6,300000,13,142695.40570557403,0,3
51081.56747042804,45183.58976738408,53,1,6,1,0,1,67856.19240794487,0,3
91134.48949487416,0.0,64,1,17,2,0,3,63563.55401105744,0,3
96142.62728653853,0.0,35,1,2,3,600000,19,439169.21913919406,0,3
114529.070654234,0.0,59,3,8,6,300000,22,134388.87050867797,0,3
20000.0,34604.47930246362,40,2,11,7,200000,28,500000.0,0,3
140355.27688789804,0.0,64,2,19,8,100000,14,110903.4678404399,0,3
20000.0,10000.0,55,2,8,1,0,1,471560.58075200696,0,3
45748.72469378515,42932.33794948715,26,3,5,0,900000,23,85659.44371838443,0,3
113479.36478464413,0.0,31,0,15,1,800000,2,462414.3650298522,0,3
110394.82799319655,0.0,27,4,18,5,0,4,338428.6332784815,0,3
115242.67978823677,0.0,36,0,6,4,0,28,237405.40161952632,0,3
137378.4907736309,0.0,78,0,20,7,200000,12,0.0,0,3
135656.32240489824,0.0,37,2,20,0,900000,29,166204.1677434798,0,3
150000.0,0.0,55,0,14,0,0,30,65379.26711768636,0,3
20000.0,18069.52270719205,42,0,14,0,0,10,448813.85672250245,0,3
150000.0,0.0,76,4,1,4,500000,7,198891.87809302332,0,3
150000.0,0.0,70,4,4,2,700000,17,166136.1967656576,0,3
55793.27520787601,74067.20978177326,53,1,14,2,0,24,105889.46392436337,0,3
103743.74341700556,0.0,63,2,16,6,300000,23,235686.96992218943,0,3
118316.15418006666,0.0,23,1,14,0,900000,23,392925.24622574705,0,3
103613.14208503446,0.0,27,4,2,2,700000,15,426903.1429599742,0,3
150000.0,0.0,25,1,3,1,800000,8,192104.50882499613,0,3
100523.22738841482,0.0,62,1,6,8,100000,16,416455.185191767,0,3
30596.194862728484,65542.74054636265,53,1,6,7,200000,23,454891.37734746607,0,3
28605.137249158302,12839.083247778988,31,0,10,0,0,3,459283.29933674587,0,3
51942.890430326406,43431.17104426678,43,0,1,1,800000,18,160239.3814315111,0,3
140344.87957239238,0.0,42,4,3,0,900000,13,156573.79108220228,0,3
71203.19007031212,66312.672232036,55,0,2,7,200000,22,307210.6019071976,0,3
127275.22057047451,0.0,36,3,6,0,0,24,416270.6456177511,0,3
72571.26713027291,11206.039443603051,44,3,15,0,900000,4,227562.08007191215,0,3
70773.93057450728,73108.42874795031,45,2,19,5,0,9,267563.09469812224,0,3
54125.81821168809,44122.61380033124,40,3,16,6,300000,1,259723.3429072797,0,3
126263.18066835617,0.0,31,1,4,4,500000,2,498487.96138028783,0,3
127093.04791212564,0.0,70,4,9,0,900000,8,296065.9036170586,0,3
116355.33444477334,0.0,21,1,11,8,100000,13,232817.63889858633,0,3
136504.0154357829,0.0,49,3,11,3,600000,21,144564.39612962224,0,3
150000.0,0.0,30,3,19,3,600000,20,32985.939250907715,0,3
36386.47385303689,75000.0,51,4,8,8,100000,30,5104.579633971454,0,3
